,0,1
2436,"Ми водзӧ нуӧдам кинотеатръяс ӧнъяӧдӧм, виртуальнӧй концерт залъяс лӧсьӧдӧм, культура учреждениеяслысь материально-техническӧй база ёнмӧдӧм серти удж.","Мы продолжаем работу по модернизации кинотеатров, созданию виртуальных концертных залов, по укреплению материально-технической базы учреждений культуры."
2437,"Дерт, тайӧ корӧ ыджыд сьӧм, но тайӧс быть колӧ вӧчны, сы вӧсна мый тайӧ вӧчсьӧ налы, кодъяс олӧны Коми Республикаын и воысь-воӧ кӧсйӧны овны бурджыка.","Безусловно, это большие вложения, большие средства, затраты, но это точно нужно делать, потому что это вложение в тех, кто живет на земле Республики Коми, кто хочет жить с каждым годом лучше."
2438,"Олан качество веськыда йитчӧма сыкӧд, кӧні ми олам: тайӧ миян керкаяс, керкадоръяс, уличаяс, туйяс – ставыс, мый миянӧс кытшалӧ быдлунъя олӧмын.","Качество жизни напрямую связано с условиями, в которых мы живём: это наши дома, дворы, улицы, дороги – все то, что окружает нас каждый день."
2439,"Сёрнитны кӧ йӧзлӧн олан условиеяс йылысь, талун республикаын оланінӧн могмӧдӧмыс ӧти морт вылӧ воӧ 28,6 кв. м.","Что касается жилищных условий граждан, сегодня в республике обеспеченность жильем в расчёте на одного человека составляет 28,6 кв. м."
2440,Пайӧн стрӧитчӧм йылысь оланпасӧ колян во пыртӧм выль условиеясыс лёкмӧдісны отрасльлысь уджсӧ.,Вступившие в силу в прошлом году новые условия закона о долевом строительстве негативно отразились на отрасли.
2441,"2019 воӧ вӧлі пыртӧма 236,7 сюрс кв. м, либӧ «Оланін да карса гӧгӧртас» нацпроектса план серти 95,4%.","В 2019 году было введено 236,7 тыс. кв. м, или 95,4 % от запланированного в рамках нацпроекта «Жилье и городская среда»."
2442,Такӧд тшӧтш 2019 воӧ аварийнӧй оланінысь мӧдлаӧ овмӧдан уджтас серти планыс вевтыртӧма 4 пӧв.,В то же время план по программе переселения из аварийного жилья на 2019 год перевыполнен в 4 раза.
2443,Колян во 509 морт вуджис бурджык оланінӧ.,В прошлом году 509 человек переехали в новые улучшенные условия.
2444,Тайӧ «Оланін да карса гӧгӧртас» нацпроектлӧн бӧртас.,Это результат нацпроекта «Жилье и городская среда».
2445,"2024 во помӧдз мӧд оланінӧ овмӧдасны 7,5 сюрс мортысь оз этшаджыкӧс.","Всего до конца 2024 года будут расселены не менее 7,5 тысяч человек."
2446,"Зэв жаль, мый республикаын зэв уна шогмытӧм оланін, на лыдын и сэтшӧмъяс, кодъяс эз пырны мӧдлаӧ овмӧдан уджтасӧ.","К сожалению, в республике есть огромное количество ветхого жилья, в том числе и не вошедшего в программу переселения."
2447,"Кӧсъя шуны ставлы: мед тайӧ сьӧкыд удж, но кутам и водзӧ овмӧдавны бурджык оланінӧ, кутам корсьны содтӧд позянлунъяс, кутам ньӧбны оланін, стрӧитны, тшӧтш и ассьыным стрӧитан комплекс ловзьӧдӧмӧн.","Хочу сказать всем: пусть это сложно, но будем расселять, будем искать дополнительные инструменты, будем приобретать жилье, строить, в том числе путём возрождения собственного строительного комплекса."
2448,Содана ӧдӧн мунӧ уна патераа керкаяс капитальнӧя дзоньталӧм.,Нарастающими темпами продолжается программа капитального ремонта многоквартирных домов.
2449,"2019 воӧ дзоньталӧма 148 керка, тайӧ 35% вылӧ унджык воддза во серти.","В 2019 году отремонтировано 148 домов, это на 35 % больше, чем годом ранее."
2450,Оланін бурмӧдіс 23 сюрсысь унджык морт.,Жилищные условия улучшили более 23 тысяч человек.
2451,"Таво дзоньталам 2,3 пӧв унджык керка 2018 во дорысь, бурмӧдам условиеяс 33 сюрсысь унджык мортлы.","В этом году отремонтируем в 2,3 раза больше домов, чем в 2018, и уже будут улучшены условия для более 33 тысяч человек."
2452,Республикаын дзоньталӧны оланін да коммунальнӧй овмӧс объектъяс.,В республике продолжается ремонт и реконструкция объектов жилищно-коммунального хозяйства.
2453,«Сӧстӧм ва» проект серти колян во помалӧма Зӧвсьӧртын ва сетан провод стрӧитӧм.,В рамках проекта «Чистая вода» в прошлом году завершено строительство водовода в Жешарте.
2454,Дасьтысьӧны уджӧдны Усинск районса Усадор посёлокын ва босьтан стрӧйба.,Готовится к вводу в эксплуатацию здание водозабора в поселке Усадор Усинского района.
2455,2024 во кежлӧ кӧсъям могмӧдны бур ваӧн республикаса 90% олысьӧс.,И к 2024 году планируем обеспечить качественной водой 90 % жителей республики.
2456,"Водзӧ мунӧ шоныдӧн да ваӧн могмӧдан инвестиция да дзоньталан уджтасъяс, шоныдӧн могмӧдан объектъяс биоломтас да биару вылӧ вуджӧдӧм серти уджтасъяс збыльмӧдӧм.","Продолжается реализация инвестиционных и ремонтных программ тепло- и водоснабжения, программ по переводу объектов теплоснабжения на биотопливо и газ."
2457,Миян 192 коммунальнӧй котельнӧй уджалӧ экология боксянь сӧстӧм ломтас вылын.,У нас уже 192 коммунальные котельные работают на экологически чистом топливе.
2458,Мунӧ Воркутаса энергоузеллӧн объектъяслысь зумыда уджалӧмсӧ содтӧм серти удж.,Идет системная работа по повышению надежности объектов Воркутинского энергоузла.
2459,Тшӧтш мунӧ и Воркутаса ЦВК да ТЭЦ-2 биару вылӧ вуджӧдан удж.,В том числе по газификации Воркутинской ЦВК и ТЭЦ-2.
2460,Воркутаса ЦВК вылӧ биарусӧ вӧлі сетӧма тавося кӧч тӧлысьӧ.,Газ на Воркутинскую ЦВК был подан в сентябре этого года.
2461,Нӧшта ӧти сьӧкыд тема – туйяс.,Еще одна сложная тема – это дороги.
2462,"Колян во республикаын лӧсьӧдӧма пӧшти 125 км автомашина туй да 10 пос, на пиысь 20 километрысь унджык туй да 5 пос дзоньталӧма капитальнӧя.","В прошлом году в республике приведены в нормативное состояние почти 125 км автодорог и 10 мостов, из них свыше 20 км и 5 мостов были отремонтированы капитально."
2463,"Ми водзӧ лӧсьӧдам регионса да меставывса тӧдчанлуна туйяс, бурмӧдам кар-районъясын туй-уличьяс.","Мы продолжаем приводить в нормативное состояние дороги как регионального, так и местного значения, работаем над улучшением улично-дорожной сети в городах и районах."
2464,"Сӧвмӧдам транспортлысь сійӧ сикасъяссӧ, кутшӧмъясӧн вӧдитчӧны республикаса олысьяс, та лыдын и авиа- да кӧрт туй йитӧдъяс.","Развиваем все виды транспорта, которыми пользуются жители республики, включая авиа- и железнодорожное сообщение."
2465,Кутам тайӧс вӧчны и водзӧ.,Будем делать это и впредь.
2466,"И, дерт, тайӧ вӧчсьӧ миян социальнӧй уджъёртъяскӧд ӧтвылысь.","И, конечно, это делается также при участии наших соцпартнёров."
2467,Республикаын бура мунӧ «Карын бур оласног лӧсьӧдӧм» регионса проект олӧмӧ пӧртӧм.,В республике успешно идёт реализация регионального проекта «Формирование комфортной городской среды».
2468,2019 воын 46 олан пунктын бурмӧдӧма 66 йӧр да 86 йӧзаин.,В 2019 году выполнены работы по благоустройству 66 дворовых и 86 общественных территорий в 46 населенных пунктах.
2469,"Бурмӧдны республикаса кар-районъясын оланног миянлы отсалӧны социальнӧй уджъёртъяс, гырысь компанияяс, кодъяс уджалӧны республикаын: тайӧ «ЛУКОЙЛ», «Газпром», «Транснефть», «Лузалес», «Монди СЛПК».","Менять качество жизни в городах и районах республики нам помогают социальные партнёры, крупные компании, работающие на территории республики: это «ЛУКОЙЛ», «Газпром», «Транснефть», «Лузалес», «Монди СЛПК»."
2470,Зэв мича Ухтаын Биару перйысьяслӧн набережнӧй.,Прекрасная набережная Газовиков в Ухте.
2471,"Сьӧлӧмсянь аттьӧала «Газпром» компанияӧс проект збыльмӧдӧмысь, кодӧс позьӧ шуны странаын медбуръясысь ӧтиӧн.","Я искренне благодарю компанию «Газпром» за реализацию проекта, который можно смело назвать одним из лучших в стране."
2472,"Ухтаын талун вӧчӧма кар бурмӧдӧм-мичмӧдӧм, соцобъектъяс выльмӧдӧм, капитальнӧя дзоньталӧм серти уна мероприятие.","В Ухте сегодня сделано внушительное количество мероприятий по благоустройству города, реконструкции, капитальному ремонту соцобъектов."
2473,Колян во вӧлі вӧчӧма уна удж Сыктывкар бурмӧдӧм-мичмӧдӧм кузя.,В прошлом году проведён большой объем работы по благоустройству Сыктывкара.
2474,Вежсис Степан изэрд гӧгӧр карса шӧр юкӧн.,"Преобразилась центральная часть, прилегающая к Стефановской площади."
2475,"Инфраструктура вежӧм, йӧзаинъяс бурмӧдӧм серти уджъяс кутасны мунны и водзӧ, медым йӧзлы вӧлі лӧсьыд овны карын.","Работы по изменению инфраструктуры, общественного пространства будут продолжаться, чтобы людям было комфортно жить в городе."
2476,Зэв уна вӧчӧма «Войтырлӧн сьӧмкуд» проект серти.,Очень многое сделано в рамках проекта «Народный бюджет».
2477,Колян во вӧлі пӧртӧма олӧмӧ 214 овмӧдчӧминын войтырлысь 276 водзмӧстчӧм.,В прошлом году были реализованы 276 народных инициатив в 214 населенных пунктах.
2478,Тайӧ уджтасыс зэв бура асьсӧ петкӧдліс.,Эта программа себя прекрасно зарекомендовала.
2479,Та вӧсна тайӧ уджтас вылӧ сьӧмыс кутас сетсьыны унджык.,Поэтому объёмы на эту программу из года в год увеличиваются.
2480,Татшӧм ӧд ми колям и локтан вояс вылӧ.,Такой темп мы заложили и на следующие годы.
2481,"Миянлы локтӧ местаяс вывсянь зэв уна водзмӧстчӧм, и найӧ сетӧны бур бӧртас.",Мы получаем сотни инициатив с мест и эти инициативы дают качественный результат.
2482,"Тайӧ выль ворсан да спорт площадкаяс, дзоньталӧм туйяс, тротуаръяс, велӧдчанінъяс, челядьӧс видзанінъяс, культура керкаяс да спорт объектъяс.","Это новые игровые и спортивные площадки, отремонтированные дороги, тротуары, школы, детские сады, дома культуры и спортобъекты."
2483,"Тайӧ абу сӧмын бурмӧдӧм-мичмӧдӧм, но и йӧзӧс уджӧн могмӧдӧм, агропромышленнӧй комплекс сӧвмӧдӧм, асшӧр уджалысьяслы отсалӧм да уна мукӧдтор.","Это решенные вопросы не только в сфере благоустройства, но и занятости населения, развития агропромышленного комплекса, поддержки предпринимательства и многие другие."
2484,"Йӧзыс бурджыка тӧдӧны, мый колӧ вӧчны, медым налӧн районын, посёлокын, карын олӧмыс лои бурджык.","Люди на местах лучше знают, что нужно сделать, чтобы жизнь в их районе, посёлке, городе стала комфортнее."
2485,Экономика йылысь.,Об экономике.
2486,"Колӧ шуны, мый колян вося кывкӧртӧдъяс серти шӧр капиталӧ инвестицияяслӧн йӧрышыс лоис 114,6 млрд шайт, либӧ 79% 2018 вося тшупӧд серти.","Должен констатировать, что по итогам прошлого года объем инвестиций в основной капитал составил 114,6 млрд рублей, или 79 % к уровню 2018 года."
2487,Чинӧмлӧн шӧр помкаыс – «Газпром» компанияӧн магистральнӧй биарупровод системаяс стрӧитӧм серти ыджыд инвестиция проект збыльмӧдны помалӧм.,"Основная причина снижения – завершение реализации крупного инвестпроекта по строительству систем магистральных газопроводов, реализованных компанией «Газпром»."
2488,Такӧд тшӧтш республика кутӧ 5 места Россияса Рытыв-Войвылын да 18 места странаын быд морт вылӧ шӧр капиталӧ инвестиция йӧрыш серти.,"При этом республика продолжает удерживать 5 место на Северо-Западе России и 18 место по стране по такому показателю, как объем инвестиции в основной капитал на душу населения."
2489,Ас водзын да регионса Веськӧдлан котыр водзын экономика юкӧнын ме пукта шӧр мог – республикаӧ инвестицияяс кыскӧм.,"Основная задача, которую я ставлю перед собой и перед региональным Правительством в сфере экономики, – это привлечение инвестиций в республику."
2490,"Олӧмӧ пӧртны тайӧ могсӧ ми кутам республикаӧ федеральнӧй субсидияяс кыскӧмӧн, на лыдын социальнӧй юкӧнын да туризмын мероприятиеяс нуӧдӧм вылӧ; республикаын проектъяс сьӧмӧн могмӧдӧм вылӧ вертикально-интегрированнӧй компанияяскӧд да госкорпорацияяскӧд ӧтув уджалӧмӧн.","Решать ее мы будем через привлечение федеральных субсидий, в том числе и на реализацию мероприятий в социальной сфере и сфере туризма; через взаимодействие с вертикально интегрированными компаниями и госкорпорациями для финансирования проектов на территории республики."
2491,А сідзжӧ федеральнӧй сӧвмӧдан институтъяскӧд ӧтув уджалӧмӧн да 2035 воӧдз Россия Федерацияса Арктика зона сӧвмӧдан да национальнӧй безопасносьт могмӧдан стратегия серти могъяс олӧмӧ пӧртӧмӧн.,А также через взаимодействие с федеральными институтами развития и реализацию задач в рамках Стратегии развития Арктической зоны Российской Федерации и обеспечения национальной безопасности на период до 2035 года.
2492,"Талун Коми Республикаын эм регионса экономикаӧ инвестиция кыскан сӧмын кык позянлун – Емва карлӧн водз сӧвман мутас да Арктика зона, а, шуам, Калуга обласьтын татшӧм позянлуныс 11, на лыдын индустриальнӧй (промышленнӧй) паркъяс, вылыс технологияа технопарк, торъя экономическӧй зона да водз сӧвман мутас.","Сегодня в Республике Коми только два инструмента привлечения инвестиций в экономику региона – территория опережающего развития города Емва и Арктическая зона, тогда как в Калужской области их этих инструментов 11, в том числе индустриальные (промышленные) парки, технопарк в сфере высоких технологий, особая экономическая зона и территория опережающего развития."
2493,Ӧні Коми Республикаса Веськӧдлан котыр ӧтув уджалӧ Промышленносьт сӧвмӧдан фондкӧд промышленнӧй предприятиеяслӧн инвестиция проектъяс вылӧ торъя мога заёмъяс сетӧм серти.,Сейчас Правительство Республики Коми ведётся активное взаимодействие с Фондом развития промышленности по предоставлению целевых займов на реализацию инвестиционных проектов промышленных предприятий.
2494,Сідзжӧ мунӧ удж Россияса промышленносьт да вузасян министерствокӧд промышленнӧй предприятиеяс выльмӧдӧм да сӧвмӧдӧм серти инвестиция проектъяс олӧмӧ пӧртӧм вылӧ рӧскодлысь юкӧн бергӧдӧм вылӧ федеральнӧй сьӧм корӧм серти.,Также проводится работа с Минпромторгом России по привлечению федеральных средств на возмещение части затрат на реализацию инвестпроектов по модернизации и развитию промышленных предприятий.
2495,"Планъясын инвестицияяс кыскан площадкаяс, индустриальнӧй паркъяс, торъя экономическӧй зонаяс, промышленнӧй технопаркъяс лӧсьӧдӧм.","Планируем создавать инвестиционно-привлекательные площадки, индустриальные парки, особые экономические зоны, промышленные технопарки."
2496,А сідзжӧ колӧ вӧдитчыны инвестиция проектъяс инфраструктура боксянь могмӧдӧм вылӧ веськӧдӧм федеральнӧй тшупӧдын примитӧм выль отсӧг сетан механизмӧн.,"А также применять принятый на федеральном уровне новый механизм поддержки, направленный на инфраструктурное обеспечение инвестиционных проектов."
2497,Инфраструктура сӧвмӧдӧм вылӧ позьӧ веськӧдны сьӧмкуд кредитъяс реструктурируйтӧм бӧрын прӧстмӧм сьӧм.,"На развитие инфраструктуры могут быть направлены средства, которые будут высвобождаться после реструктуризации бюджетных кредитов."
2498,"Быть колӧ водзӧ бурмӧдны регионса нормативнӧй база, медым лӧсьӧдны бур инвестиция климат, и тайӧс ми кутам вӧчны, медводз, тіянкӧд, пыдди пуктана депутатъяс.","Необходимо продолжить совершенствование региональной нормативной базы, важной для формирования благоприятного инвестклимата, и делать мы это будем в полном взаимодействии, в первую очередь, с вами, уважаемые депутаты."
2499,"Ми водзӧ кутам сӧвмӧдны и миянлысь подув отрасльяс – медводз вӧр, из шом, мусир да биару перъян промышленносьт.","Мы продолжим развивать и наши базовые отрасли ¬– в первую очередь, лесную, угольную, нефтегазовую промышленности."
2500,Вӧр промышленносьт комплекс лоис миян экономикалӧн драйверӧн.,Лесопромышленный комплекс стал драйвером нашей экономики.
2501,"2019 вося кывкӧртӧдъяс серти «Вӧр вӧдитан да вӧр лэдзан» удж сикас серти республикаӧ инвестицияясыс содісны 17,3% вылӧ, «Пу обработайтан да пуысь вӧчасъяс вӧчӧм» удж сикас серти – 11,2% вылӧ.","По итогам 2019 года инвестиции в республику по такому виду деятельности, как «Лесоводство и лесозаготовки», выросли на 17,3 %, по «Обработке древесины и производству изделий из дерева» прирост составил 11,2 %."
2502,"Ставнас республикаын вӧрӧн вӧдитчӧмын збыльмӧдсьӧ вит торъя тӧдчана инвестиция проект, налӧн ӧтувъя йӧрышыс – 12,5 млрд кымын шайт.","Всего на территории республики в области освоения лесов реализуются пять приоритетных инвестиционных проектов общим объемом инвестиций порядка 12,5 млрд рублей."
2503,Тайӧ проектъяссӧ олӧмӧ пӧртӧмыс сетіс позянлун лӧсьӧдны 1600 выль уджалан места.,Реализация этих проектов уже позволила создать около 1 600 рабочих мест.
2504,"Вӧрӧн вӧдитчан юкӧнын верктуя инвестиция проект ним дась босьтны нӧшта ӧти, коймӧд проект – «Лузалес» ичӧт кывкутана котырлысь производство вынйӧр выльмӧдӧм да паськӧдӧм» проект.","Статус приоритетного инвестиционного проекта в области освоения лесов готов получить очередной, третий проект «Модернизация и расширение производственных мощностей ООО «Лузалес»."
2505,"Ӧтувъя инвестицияыс 3 млрд шайтысь унджык, олӧмӧ пӧртан кадыс – 2020-2031 вояс.",С объемом инвестиций более 3 млрд рублей и сроком реализации 2020–2031 годы.
2506,Проект серти лоӧ лӧсьӧдӧма 546 выль уджалан места.,В рамках проекта будут созданы 546 новых рабочих мест.
2507,Тайӧ вӧр переработайтан колясъястӧм производство.,Это практически безотходное производство по глубокой переработке древесины.
2508,"Зэв бур пиломатериалъяс вӧчӧм кындзи, проектӧн урчитӧма вонас 180 сюрс тонна пеллет вӧчысь завод стрӧитӧм, 50 сюрсысь унджык куб. м фанера вонас вӧчысь завод да кырсь колясъяс иналӧм да ас когенерация вӧчӧм вылӧ 4,1 МВт вынӧн уджалысь ТЭЦ.","Помимо современного производства высококачественных пиломатериалов, проектом предусмотрено строительство пеллетного завода мощностью 180 тыс. тонн в год, фанерного завода мощностью свыше 50 тыс. куб. м в год и ТЭЦ для утилизации кородревесных отходов и собственной когенерации мощностью 4,1 МВт."
2509,2019 во серти республикаын пасйӧма промышленнӧй производство серти содӧм.,В республике по итогам 2019 года зафиксирован рост промышленного производства в целом.
2510,"Сідз, республикаын промышленнӧй производстволӧн индексыс 2018 во серти артмис 102,4%.","Так, индекс промышленного производства в республике относительно 2018 года составил 102,4 %."
2511,"Мупытшса озырлун перйӧмын – 103,2%.","В добыче полезных ископаемых – 103,2 %."
2512,"Содӧмлӧн подулыс – мусир, природнӧй да попутнӧй биару перйӧмлӧн, из шом перйӧмлӧн да бурмӧдӧмлӧн содӧм.","Рост обусловлен увеличением добычи нефти, природного и попутного газа, добычи и обогащения каменного угля."
2513,Регионын уджалӧны Россияса медыджыд из шом да мусир-биару перйысь компанияяс.,На территории региона работают ведущие угольные и нефтегазовые компании России.
2514,"Тайӧ юкӧнъясыс пыр могмӧдӧны йӧзӧс уджӧн, содтӧны инвестицияяс да сетӧны республикаса сьӧмкудйӧ вежласьтӧм сьӧм.","Эти сферы традиционно обеспечивали занятость населения, прирост инвестиций и стабильные поступления в бюджет республики."
2515,"Но, кыдз ме шулі нин, мирса рынок вылын энергоресурсъяс вылӧ спрос да дон усьӧмкӧд йитчӧм нырвизьясыс лёка петкӧдчӧны и тайӧ отрасльяс вылас, и республикалӧн экономика вылын тайӧ да локтысь воӧ.","Но, как я уже сказал, тенденции на мировых рынках, связанные с падением спроса и цен на энергоресурсы, негативно отражаются на этих отраслях и на экономике республики в год нынешний и последующий."
2516,Горноруднӧй отрасльын аскиа лун вылӧ уджалысь медтӧдчана проект – Пижмаса куйлӧдын титанӧвӧй руда да кварца лыа переработайтӧм вылӧ вертикально-интегрированнӧй горно-металлургическӧй комплекс стрӧитӧм серти «РУСТИТАН» компанияяслӧн группаӧн збыльмӧдан инвестиция проект.,Важнейшим перспективным проектом горнорудной отрасли является реализуемый ГК «РУСТИТАН» инвестиционный проект по строительству вертикально-интегрированного горно-металлургического комплекса по переработке титановых руд и кварцевых песков Пижемского месторождения.
2517,Пижмаса куйлӧд подув вылын лӧсьӧдсьӧ национальнӧй горнопромышленнӧй кластер.,На базе Пижемского месторождения создаётся национальный горнопромышленный кластер.
2518,Экономика сӧвмӧдӧмӧн ми торъя ёна тӧждысям ичӧт да шӧр бизнес сӧвмӧм вӧсна да асшӧр уджалысьяслӧн водзмӧстчӧмъяс серти отсӧг сетӧм вӧсна.,"Развивая экономику, мы особое внимание уделяем развитию малого и среднего бизнеса и поддержке предпринимательской инициативы."
2519,Татшӧм жӧ могъяс сулалӧны и татшӧм жӧ нима национальнӧй проектын.,Такие же задачи стоят и в одноимённом национальном проекте.
2520,Колян во республикаын восьтӧма Предпринимательство сӧвмӧдан шӧрин.,В прошлом году в республике создан Центр развития предпринимательства.
2521,"Сылӧн шӧр мог – кыскыны кыдз позьӧ унджык йӧзӧс предпринимательствоӧ, отсавны йӧзлы восьтыны да сӧвмӧдны ас бизнес.","Главная задача которого – вовлечь как можно больше людей в предпринимательство, помочь создать и развить свой бизнес."
2522,"2019 воӧ нуӧдӧм Микрокредитнӧй компания да республикаса Гарантийнӧй фонд тырвыйӧ капитализируйтӧмыс сетіс позянлун содтыны микрокредитование йӧрышсӧ 3,8 пӧв, а сідзжӧ 4,4 пӧв содтыны асшӧр уджалысьяслы сетӧм поручительство йӧрыш.","Проведенная в 2019 году докапитализация Микрокредитной компании и Гарантийного фонда республики позволила увеличить объем микрокредитования в 3,8 раза, а также в 4,4 раза – объемы поручительств, выданных предпринимателям."
2523,"Таво вӧлі нуӧдӧма тайӧ организацияяслысь нӧшта ӧти докапитализация, восьтӧма республикаса лизинг компания.","В этом году была проведена еще одна докапитализация этих организаций, создана республиканская лизинговая компания."
2524,Пандемия кадӧ федеральнӧй отсӧг сетан мераяс кындзи вӧлі содтӧд лӧсьӧдӧма регионса отсӧг сетан мераяслысь комплекс.,В условиях пандемии в дополнение к федеральным мерам поддержки был разработан комплекс региональных мер.
2525,"Сетӧма сьӧма, эмбур да вот серти отсӧг.","Оказана финансовая, имущественная и налоговая поддержка."
2526,Содтӧд отсӧг сетан мераяссӧ вӧлі пыртӧма и видз-му овмӧс юкӧнын.,Дополнительные меры поддержки были введены и в отрасли сельского хозяйства.
2527,"Кӧсъя тӧдчӧдны, мый тайӧ отрасль вӧсна ми торъя ёна тӧждысям.","Хочу подчеркнуть, что этой отрасли мы уделяем особое внимание."
2528,"Сыкӧд йитчӧма и йӧзӧс уджӧн, и сёян-юанлысь безопасносьт, и республикаса олысьясӧс асланым бур сёян-юанӧн могмӧдӧм.","С ней напрямую связано и обеспечение занятости населения, и решение вопросов продовольственной безопасности, и обеспечение жителей республики своими, местными качественными продуктами питания."
2529,"Зэв колана, медым республикаын лоисны и сэтшӧм гырысь предприятиеяс, кыдзи «Сосногорскса» теплича комплекс.","Очень важно, чтобы в республике появлялись и крупные предприятия, такие как тепличный комплекс «Сосногорский»."
2530,Сійӧс восьтӧмыс сетіс ӧттшӧтш 247 выль уджалан места.,Открытие которого дало сразу 247 новых рабочих мест.
2531,Сідз жӧ колӧ восьтыны и неыджыд фермер овмӧсъяс.,"Так же важно, чтобы создавались и небольшие фермерские хозяйства."
2532,2019 восянь республика пырӧдчӧ фермеръяслы отсӧг сетан да сиктса кооперация сӧвмӧдан национальнӧй проектса мероприятиеясӧ.,С 2019 года республика участвует в мероприятиях национального проекта по поддержке фермеров и развитию сельской кооперации.
2533,"Артмисны выль формаяс – «Агростартап» грантъяс да видз-му овмӧс кооперативъяслы эмбур, техника, мобильнӧй вузасян объектъяс да прӧдукция переработайтан оборудование ньӧбӧм вылӧ рӧскод вештӧм вылӧ субсидияяс.","Появились новые формы – это гранты «Агростартап» и субсидии сельхозкооперативам на возмещение затрат на приобретение имущества, техники, мобильных торговых объектов и оборудования для переработки продукции."
2534,Колян восянь содтӧма сиктса мутасъяс зумыда сӧвмӧдан мероприятиеяс вылӧ сьӧм.,С прошлого года увеличено финансирование мероприятий по устойчивому развитию сельских территорий.
2535,"2019 воӧ тайӧ лои пӧшти 380 млн шайт, и тайӧ унджык 2018 во серти 60% вылӧ.","В 2019 году оно составило почти 380 млн рублей, что на 60 % больше, чем было в 2018 году."
2536,Сиктъяс да ставнас республика сӧвмӧдӧм йылысь сёрнитігӧн сувтла цифровизация серти юалӧмъяс вылӧ.,"Говоря о развитии сельских территорий и республики в целом, остановлюсь и на вопросах цифровизации."
2537,Талун Ӧтуввез – олӧмын зэв коланатор.,Сегодня Интернет – это жизненная необходимость.
2538,И пандемия кад тайӧс нӧшта ӧтчыдысь эскӧдіс.,И ситуация с пандемией это еще раз подтвердила.
2539,"Тулыснас велӧдчан учреждениеяс вуджисны дистант вылӧ, Ӧтуввезйӧ муніс бизнеслӧн уна нырвизь.","Весной образовательные учреждения республики перешли на дистант, в Интернет ушли многие направления бизнеса."
2540,"Ёна колӧ, медым миян ыджыд республикаса олысьяслӧн вӧлі позянлун ӧтуввез пыр босьтны быдсяма отсӧг, на лыдын и социальнӧй.","Крайне важно, чтобы все жители нашей большой республики получили доступ через всемирную сеть к различным услугам, в том числе и социальным."
2541,Колян во республикаын вӧлі нюжӧдӧма связьлысь 700 километрысь унджык оптическӧй линияяс.,В прошлом году в республике были проложены более 700 км оптических линий связи.
2542,"34 олан пунктын лоис позянлун пырны Ӧтуввезйӧ, 13 сюрсысь унджык мортлӧн лоис позянлун вӧдитчыны Ӧтуввезйӧн.","В 34 населенных пунктах установлены точки доступа к сети Интернет, более 13 тысяч человек получили доступ в сеть."
2543,"«Россия Федерацияса цифрӧвӧй экономика» национальнӧй уджтас серти Ӧтуввез дорӧ йитӧма 176 социальнӧй тӧдчанлуна объект – школаяс, ФАП-ъяс, сиктса администрацияяс.","В рамках национальной программы «Цифровая экономика Российской Федерации» подключены к Интернету 176 социально значимых объектов – это школы, ФАПы, сельские администрации."
2544,2021 во помӧдз Ӧтуввез воас нӧшта 123 олан пунктӧ.,До конца 2021 года Интернет придет еще в 123 населенных пункта.
2545,"676 социальнӧй тӧдчанлуна объект лоӧ йитӧма вез дорӧ волоконно-оптическӧй линия серти, 160 объектын лоас проводтӧм паськыд позянлуна йитӧд.","676 социально значимых объектов будут подключены к сети по волоконно-оптической линии связи, а также 160 объектов – по технологии беспроводного широкополосного доступа."
