,0,1
905,"Мукӧд перспективаыс республикаын вӧр промышленносьтса предприятиеяслӧн абу и оз вермы лоны», - шуис Владимир Уйба.","Других перспектив у предприятий лесной промышленности в республике нет и быть не может», - заявил Владимир Уйба."
906,"Сэсся Койгорт районын апробируйтӧм практикаыс лоас «зарни стандартӧн» республикаса мукӧд муниципалитетлы, пасйис Коми Республикаса Юралысь.","В дальнейшем апробированная в Койгородском районе практика станет «золотым стандартом» для остальных муниципалитетов республики, подчеркнул глава Коми."
907,"Сідзжӧ Владимир Уйба тшӧктіс Коми Республикаса экономика сӧвмӧдан да промышленносьт министерстволы «Менам бизнес» шӧринкӧд ӧтув нуӧдны вӧр лэдзан республикаса муниципалитетъясын асшӧр уджалысьяслы канмусянь отсӧг сетан мераяс да инструментъяс, ЕГАИС-ын вӧр учёт серти велӧдан семинаръяс.","Также Владимир Уйба поручил Минэкономики региона провести совместно с центром «Мой бизнес» серию выездных обучающих семинаров для предпринимателей в лесных муниципалитетах республики по мерам и инструментам господдержки, по работе в ЕГАИС учёта древесины."
908,Национальнӧй проектъяс: Коми Республикаса Веськӧдлан котырын вӧчӧны кывкӧртӧдъяс 2021 воын туйяс дзоньталӧм серти ,Национальные проекты: в Правительстве Коми подводят итоги ремонтной дорожной кампании 2021 года 
909,"Коми Республикаса Веськӧдлан котырӧн Юрнуӧдысьӧс Медводдза вежысь Игорь Булатов да республикаса стрӧитчан, оланін да коммунальнӧй овмӧс министр Игорь Кузьмичев удж серти аддзысьлігӧн сёрнитісны туйяс стрӧитӧм да туйяс стрӧитӧмын петкӧдласъясӧдз воӧдчӧм серти мероприятиеяс збыльмӧдӧм йылысь.",Первый заместитель Председателя Правительства Коми Игорь Булатов и Министр строительства и ЖКХ республики Игорь Кузьмичев в ходе рабочей встречи обсудили ход реализации мероприятий по дорожному строительству и достижении показателей строительства дорог.
910,"Игорь Кузьмичев висьталіс, мый 2021 воын сё прӧчент вылӧ воӧдчӧма регионса либӧ муниципалитеткостса, меставывса тӧдчанлуна автомашина туйяс стрӧитӧм да вужвыйӧн вежӧм серти торъя мога петкӧдласӧдз.","Игорь Кузьмичев доложил о достижении 100-процентного целевого показателя по строительству и реконструкции автомобильных дорог регионального или межмуниципального, местного значения в 2021 году."
911,"«Безопаснӧй бур туйяс» национальнӧй проект серти Коми Республикаын 2021 воын лоӧ вайӧдӧма нормативнӧй состояниеӧ 33,14 километр кузьта туй вевттьӧд, лоӧ югзьӧдӧма 5, 825 километр кузьта туй участокъяс.","По национальному проекту «Безопасные качественные дороги» в Республике Коми в 2021 году будет приведено в нормативное состояние 33,14 километра дорожного покрытия, выполнены работы по освещению участков дорог протяженностью 5,825 километра."
912,"Уджъяслӧн доныс – 801,81 миллион шайт.","Стоимость работ – 801,81 миллиона рублей."
913,"«Ми вӧчим ылӧсалан кывкӧртӧдъяс «Безопаснӧй бур туйяс» федеральнӧй уджтас 2021 воын збыльмӧдӧм серти да видлалім планъяс локтан во вылӧ, - висьталіс Игорь Булатов.","«Мы подвели предварительные итоги реализации федеральной программы «Безопасные качественные дороги» в 2021 году и обсудили планы на будущий год, - рассказал Игорь Булатов."
914,- Торгъяс нуӧдӧм бӧрын артмис сьӧм видзтӧм.,- По результатам торгов образовалась экономия средств.
915,Ми нуӧдам Веселовка – Перым крайлӧн мудор участокын Сыктывкар – Кудымкар – Перым 10 километр кузьта туй участок республиканскӧй сьӧмкуд сьӧм тшӧт весьтӧ капитальнӧя дзоньталӧм вылӧ аукцион.,Мы проводим аукцион на капитальный ремонт 10-километрового участка дороги Сыктывкар - Кудымкар - Пермь на участке Веселовка – граница Пермского края за счет средств республиканского бюджета.
916,"Кырымалӧма нёль контракт Сыктывкарлӧн улич-туйясса 14 объект, сизим контракт регион тӧдчанлуна кӧкъямыс объект вылын дзоньтасян уджъяс нуӧдӧм вылӧ».","Заключены четыре контракта на проведение ремонтных работ на 14 объектах улично-дорожной сети города Сыктывкара, семь контрактов на восьми объектах регионального значения»."
917,"«Безопаснӧй бур туйяс» национальнӧй проектын Коми Республикалӧн петкӧдласъясӧдз воӧдчӧм могысь регионын збыльмӧдсьӧны «Регионса да меставывса туйяс», «Туй вылын неминучаысь видзчысьӧм», «Туй овмӧс сӧвмӧдан ӧтув системаа мераяс» регионса проектъяс.","В целях достижения показателей Республики Коми национального проекта «Безопасные качественные дороги» на территории региона реализуются региональные проекты «Региональная и местная дорожная сеть», «Безопасность дорожного движения», «Общесистемные меры развития дорожного хозяйства»."
918,"Национальнӧй проект збыльмӧдӧмлӧн шӧр могъяс: нормативнӧй корӧмъяслы лӧсялана автомашина туйяслысь пай содтӧм; перегрузка режимын уджалысь автомашина туйяслысь пай чинтӧм; местаяслысь, кӧні тшӧкыдджыка овлӧны ДТП, лыд чинтӧм;","Основные задачи реализации национального проекта: увеличение доли автомобильных дорог, соответствующих нормативным требованиям; снижение доли автомобильных дорог, работающих в режиме перегрузки; снижение количества мест концентрации ДТП;"
919,ДТП вӧсна кулысьяслысь лыд чинтӧм.,снижение смертности в результате ДТП.
920,Коми Республикаса Юралысь чолӧмалӧ Велӧдысьлӧн лунӧн ,Поздравление Главы Республики Коми с Днём учителя 
921,"«Пыдди пуктана велӧдысьяс, велӧдан юкӧнса ветеранъяс!","«Уважаемые педагоги, ветераны отрасли образования!"
922,Сьӧлӧмсянь чолӧмала тіянӧс Велӧдысьлӧн лунӧн!,Примите самые искренние поздравления с Днём учителя!
923,Велӧдысьлӧн уджыс пыр вӧлі и кольӧ медся почётнӧяс да пыдди пуктанаяс лыдын. Тайӧ абу сӧмын уджсикас.,Труд учителя во все времена был и остаётся одним из самых почётных и уважаемых в обществе.
924,"Тайӧ – челядьлы, тӧдӧмлунъяслы, аскиа лунлы сьӧлӧм сетӧм.","Это не просто профессия, это – служение детям, знаниям, будущему."
925,"Миян республикаса школаясын уджалӧны ассьыныс удж радейтысь, енбиа да уджсӧ тӧдысь велӧдысьяс.","В школах нашей республики работают преданные своему делу, талантливые и грамотные педагоги."
926,"Ті пыр велӧдчанныд асьныд, кыпӧданныд квалификациянытӧ, лоанныд вермысьясӧн профессиональнӧй кужанлун серти республиканскӧй да федеральнӧй конкурсъясын.","Вы постоянно учитесь сами, повышаете свою квалификацию, побеждаете на республиканских и федеральных конкурсах профессионального мастерства."
927,"Ті лӧсьӧданныд да пыртанныд уджаныд интереснӧй да аслыспӧлӧс методикаяс, медся буръяссӧ на лыдысь босьтӧны уджӧ став странаса велӧдысьяс.","Вы разрабатываете и внедряете интересные, уникальные методики, лучшие из которых используют педагоги всей страны."
928,"Пыдди пуктана велӧдысьяс, велӧдан юкӧнса ветеранъяс!","Уважаемые учителя, ветераны отрасли образования!"
929,"Ыджыд аттьӧ тіянлы да муӧдз копыр йӧзлы колана уджысь, челядь дорӧ муслунысь, сыысь, мый сетанныд ловтӧ да збыльысь кӧсъянныд, медым велӧдчысьяс шедӧдісны ыджыд вермӧмъяс.","Примите слова глубокой признательности и безмерного уважения за ваш благородный труд, за любовь к детям, за то, что вкладываете душу и искренне заинтересованы в успехах своих учеников."
930,"Ті сетанныд велӧдчысьяслы он сӧмын тӧдӧмлунъяс, ті велӧданныд тайӧ тӧдӧмлунъяснас вӧдитчыны, отсаланныд челядьлы аддзыны асьнысӧ да эскыны аслыныс.","Вы не просто даёте школьникам знания, вы учите эти знания применять, помогаете им найти своё призвание и поверить в себя."
931,"Сиа тіянлы ловби, творческӧй удж, бур велӧдчысьясӧс да надёжнӧй уджъёртъясӧс, уджын вермӧмъяс, крепыд дзоньвидзалун, вын, шуд да тыр-бур олӧм!»","Желаю вам вдохновения, творческой работы, благодарных учеников и надёжных коллег, профессиональных успехов и достижений, крепкого здоровья, неиссякаемой энергии, личного счастья и благополучия!»"
932,Коми Республикаса Юралысь Владимир Уйба,Глава Республики Коми Владимир Уйба
933,Коми Республикалы 100 во: Сыктывкарын восьтісны выль туй ,100-летие Республики Коми: В Сыктывкаре открыта новая дорога 
934,"Талун, кӧч тӧлысь 29 лунӧ, Коми Республикаса Юралысь Владимир Уйба да Сыктывкарса мэр Наталья Хозяинова восьтісны выльмӧдӧм туй участокті машинаяслысь ветлӧм.","Сегодня, 29 сентября, Глава Республики Коми Владимир Уйба и мэр Сыктывкара Наталья Хозяинова дали старт движению автомобилей по обновлённому участку дороги."
935,Ичӧт гӧгӧртана туй – Сыктывкарлы зэв тӧдчана да дыр виччысяна объект.,Малая объездная – очень важный и долгожданный для Сыктывкара объект.
936,"3,35 километр кузьта участок кокньӧдас ветлӧмсӧ Октябр шӧртуйті, республикаса юркарлӧн шӧр транспортӧн ветлан артериясӧ.","Участок протяжённостью 3,35 километра разгрузит Октябрьский проспект, главную транспортную артерию столицы республики."
937,Гӧгӧртана туйсӧ дзоньталӧма «Безопаснӧй бур туйяс» национальнӧй проект серти.,Он отремонтирован по линии национального проекта «Безопасные качественные дороги».
938,Уджлӧн доныс – матӧ 191 миллион шайт.,Стоимость работ – около 191 миллиона рублей.
939,Туйлысь ногтуйсӧ регионӧн веськӧдлысь Владимир Уйба видзӧдліс ачыс – автоколонна водзын КАМАЗ-лӧн руль сайын.,Качество дорожного полотна руководитель региона Владимир Уйба проверил лично – за рулём камаза во главе автоколонны.
940,Тадзи символичнӧя восьтісны выль маршрутсӧ.,Движением которой символично был открыт новый маршрут.
941,"«Зэв бур да лӧсьыд туй, кыті нимкодь мунны, - пасйис Владимир Уйба.","«Очень хорошая и комфортная дорога, по которой приятно ехать, - отметил Владимир Уйба."
942,"«Безопаснӧй бур туйяс» национальнӧй проект – тайӧ уджалысь инструмент, миянлы ыджыд отсӧг.","– Национальный проект «Безопасные качественные дороги» – это действенный инструмент, большое подспорье для нас."
943,Сӧмын таво Сыктывкарын вайӧдӧма нормативнӧй тшупӧдӧдз 14 километрысь унджык туй.,Только в Сыктывкаре в этом году приведено в нормативное состояние более 14 километров дорог.
944,Тайӧ федеральнӧй сьӧм.,Это федеральные деньги.
945,"Сійӧ отсалӧ   кокньӧдны республикаса да карса сьӧмкудъяс да ыстыны прӧстмӧм сьӧмсӧ сійӧ туйяс вылӧ, кутшӧмъяс оз мунны нацпроект серти».","Которые позволяют нам снять нагрузку с республиканского и городского бюджетов, а высвобождаемые средства направлять на те дороги, которые не проходят по нацпроекту»."
946,"Юркарса мэр Наталья Хозяинова пасйис, мый республикаӧн юрнуӧдысьяс отсӧгӧн Сыктывкар коймӧд во пырӧдчӧ нацпроектӧ.","Мэр столицы Наталья Хозяинова отметила, что при поддержке руководства республики Сыктывкар третий год участвует в нацпроекте."
947,«Водзджыксӧ ми эгӧ восьтылӧй национальнӧй проект серти дзоньталӧм объектъяссӧ татшӧм кыпыда.,"«Ранее мы не открывали объекты, отремонтированные по национальному проекту, так торжественно."
948,Тайӧ висьталӧ карса олысьяслы Ичӧт гӧгӧртана туйлӧн тӧдчанлун йылысь.,Это говорит о важности Малой объездной для наших горожан.
949,"Ыджыд аттьӧ ставлы, коді пырӧдчис сійӧс стрӧитӧмӧ.","Выражаю огромную благодарность всем, кто принял участие в её строительстве."
950,"Кута лача, мый сыктывкарса олысьяслы лоӧ лӧсьыд ветлыны тайӧ туйтіыс», - пасйис карӧн веськӧдлысь.","Надеюсь, сыктывкарцам будет комфортно ездить по обновленной дороге», - отметила градоначальник."
951,Туй дзоньталӧм бӧрся видзӧдіс Коми Республикаса стрӧитчан министерство.,"В ходе ремонта дороги, координация строительства которой осуществлялась Минстроем Коми."
952,"Дзоньталігас пуктӧма кык пӧвста асфальт, туй кузьтаыс пуктӧма 25 сантиметр кызта посньӧдлӧм из да вевттьӧма крепитан сеткаӧн.","Уложено два слоя асфальта, отсыпано щебня высотой 25 см на всём протяжении дороги, и уложена укрепляющая сетка."
953,"Асфальтобетонлӧн улыс пӧвстыс – 7 см, вылыссаыс – 5 см. Вежӧма ва лэдзан трубаяс, лӧсьӧдӧма ва нуӧдан канаваяс, дзоньталӧма муувса инженер везъяслысь видзӧдан струбаяс, сувтӧдӧма бортӧвӧй изъяс.","Нижний слой асфальтобетона - 7 см, верхний – 5 см. Проведены работы по замене водопропускных труб, формированию водоотводных канав, восстановлению смотровых колодцев подземных инженерных сетей, установке бортовых камней."
954,Капитальнӧя дзоньталӧмӧдз тайӧ туй участокыс вӧлі муйӧжа.,До капитального ремонта этот участок дороги был грунтовкой.
955,"«Ми стрӧитім тайӧ туйсӧ Сыктывкарса горисполкомӧн вӧвлӧм веськӧдлысь Александр Окатовкӧд 30 во сайын, - висьталіс Россия Федерацияса нимӧдана стрӧитчысь Герман Николаев.","«Мы построили эту дорогу с бывшим председателем горисполкома Сыктывкара Александром Окатовым больше 30 лет назад, - рассказал Заслуженный строитель Российской Федерации Герман Николаев."
956,"- Медводз сійӧн вӧдитчисны лым петкӧдӧм вылӧ да сійӧ ӧтлаасьліс Октябр шӧртуйкӧд, медым кокниджык вӧлі петны Эжваӧ да бӧр, сы вӧсна войтыр шуисны сійӧс коланаӧн карын олӧм бурмӧдӧм серти.","– Сначала она использовалась для вывоза снега и соединялась с Октябрьским проспектом для упрощения движения в Эжву и обратно, поэтому и народом она была определена как нужная с точки зрения улучшения жизни в городе."
957,"Аттьӧ стрӧитчысьяслы, кодъяс вӧчисны ыджыд удж, выльмӧдісны тайӧ туйсӧ.","Спасибо строителям, которые сделали большое дело, восстановили эту дорогу."
958,"Аттьӧ республикаӧн да карӧн юрнуӧдысьяслы сыысь, мый видзӧдісны туй дзоньталӧм бӧрся да вӧчисны автомобилистъяслы татшӧм бур козин.","Спасибо руководству республики и города за то, что держали ремонт на контроле, и в итоге преподнесли автомобилистам такой замечательный подарок."
959,"Эскыссьӧ, мый тайӧ абу бӧръя татшӧм ыджыд лоӧмтор, ӧд Сыктывкарын эм уна на объект, кутшӧмъясӧс позьӧ вежны-бурмӧдны».","Хочется верить, что это не последнее такое важное событие, ведь в Сыктывкаре есть ещё много объектов, которые можно преобразить»."
960,"Дзоньталӧм бӧрын туй полосаыслӧн пасьтаыс – 3,5 метра, проезжӧй юкӧныслӧн пасьтаыс – 7 метра, проезжӧй юкӧныслӧн медыджыд пасьтаыс – 20 метра.","После ремонта ширина полосы движения составляет 3,5 метра, ширина проезжей части – 7 метров, максимальная ширина проезжей части – 20 метров."
961,"Автомобилистъяслӧн комфорт вылӧ паськӧдӧма Октябр шӧртуй вылӧ петанінсӧ, а пода ветлысьяслӧн лӧсьыдлун вылӧ вӧчӧма тротуар.","Для комфорта автомобилистов расширен выезд на Октябрьский проспект, а для удобства и безопасности пешеходов обустроен тротуар."
962,Ӧшым тӧлысь помӧдз пӧдрадчикъяс сувтӧдасны светодиоднӧй светильникъяса 112 югзьӧдан опора.,До конца декабря подрядчики установят 112 опор освещения со светодиодными светильниками.
963,Удж вӧчысьяс сетӧны капитальнӧя дзоньталӧм серти 8 во гарантия.,Гарантия работ по капитальному ремонту составляет 8 лет.
964,"*** «Безопаснӧй бур туйяс» нацпроект серти Коми Республикаын 2019 воын вӧлі вайӧдӧма нормативнӧй тшупӧдӧдз 92,76 километра туй, 2020 воын – 53,715 километра туй.","*** В рамках нацпроекта «Безопасные качественные дороги» в Республике Коми в 2019 году было приведено в нормативное состояние – 92,76 километра дорог, в 2020 году – 53,715 километра."
965,"2021 воын лоӧ дзоньталӧма 33,16 километра туй.","В 2021 году будут отремонтированы 33,16 километра."
966,"Тайӧ республика да меставывса тӧдчанлуна туйяс, улич-туйяс.","Это дороги республиканского и местного значения, улично-дорожная сеть."
967,Нацпроект серти нуӧдӧны туй участокъяс югзьӧдӧм серти уджъяс.,В рамках нацпроекта выполняются работы по освещению участков дорог.
968,"2022 воын кӧсйӧны дзоньтавны 28,9 километра кузьта туй.","В 2022 году планируется отремонтировать 28,9 километра дорожного покрытия."
969,"Уджъясыс кутасны мунны Сыктывкарын, Луздор, Кӧрткерӧс да Кулӧмдін районъясын.","Работы будут проводиться в Сыктывкаре, Прилузском, Корткеросском и Усть-Куломском районах."
970,"Фотоыс «Комиинформ» ЮА, В. Шешкунаслӧн","Фото ИА ""Комиинформ"", В. Шешкунас"
971,Владимир Уйба сетіс канму наградаяс велӧдысьяслы да велӧдан юкӧнса ветеранъяслы ,Владимир Уйба вручил государственные награды педагогам и ветеранам отрасли образования 
972,"Кыпыд церемонияыс вӧлі Велӧдысьлӧн лун водзвылын, кӧч тӧлысь 28 лунӧ.","Торжественная церемония состоялась в преддверии Дня учителя, 28 сентября."
973,"Коми Республикаса Юралысь тӧдчӧдіс велӧдысьяслысь торъя пайсӧ кыдз быд мортлӧн олӧмын да судьбаын, сідзи и йӧзкотыр сӧвмӧдӧмын.","Глава Республики Коми подчеркнул особую роль учителей как в жизни и судьбе каждого человека, так и в развитии общества в целом."
974,"«Мывкыдлуна велӧдысь-наставникъяс мунӧны ӧтлаын миян челядькӧд детсадсянь, сетӧны тӧдӧмлунъяс школаын, сӧвмӧдӧны челядьлысь енбисӧ содтӧд тӧдӧмлун сетан организацияясын, велӧдӧны аскиа специальносьтъяс серти уджсикасӧ велӧдан шӧр тшупӧда да вылыс тшупӧда велӧдчанінъясын.","«Мудрые педагоги-наставники сопровождают наших детей, начиная с детского сада, дают основные знания в школе, развивают таланты в организациях дополнительного образования, обучают навыкам будущих специальностей в средних профессиональных и высших учебных заведениях."
975,Велӧдан да быдтан-сӧвмӧдан став тшупӧдын велӧдысьлӧн торъя миссия.,На всех этапах обучения и воспитания педагог выполняет особую миссию.
976,"Велӧдысьлӧн, наставниклӧн кужӧм-сямлун да мортлун сайын сійӧ, кутшӧмӧн быдмасны миян челядь, а,сідзкӧ, и сійӧ, кутшӧмӧн лоӧ миян аскиа лунным», - пасйис В. Уйба."," От учителя, наставника, его профессиональных и личных качеств во многом зависит то, какими вырастут наши дети, а значит и то, каким будет наше будущее», - отметил В. Уйба."
977,Велӧдан тшупӧд кыпӧдӧм вылӧ веськӧдӧма «Велӧдӧм» национальнӧй проект.,На повышение качества обучения ориентирован национальный проект «Образование».
978,Нацпроект серти тайӧ велӧдчан воын Сыктывкарын восьтӧма «Кванториум» школаын велӧдчысь челядьлы Россияын медводдза технопарк.,По нацпроекту в этом учебном году в Сыктывкаре открыт первый в России школьный детский технопарк «Кванториум».
979,Сиктса 21 школаын восьтӧма «Точка роста» велӧдан шӧринъяс.,В 21 сельской школе созданы центры образования «Точка роста».
980,Сиктса школаясын дзоньталӧма 3 спорт зал.,Отремонтированы 3 спортивных зала в сельских школах.
981,Республикаса 80 велӧдан организацияӧ воис компьютернӧй оборудование.,Компьютерное оборудование поступило в 80 образовательных организаций республики.
982,Кулӧмдін сиктын восьтӧма IT-куб цифрӧвӧй велӧдан шӧрин.,Открыт центр цифрового образования в IT-куб в селе Усть-Кулом.
983,"Сыктывкарса сервис да связь колледжын ӧні эм 4 профессиональнӧй мастерскӧй, во помӧдзыс воссяс нӧшта 4 мастерскӧй Воркутаса политехническӧй техникумын.","В Сыктывкарском колледже сервиса и связи появились 4 профессиональные мастерские, до конца года будут открыты ещё 4 мастерские в Воркутинском политехническом техникуме."
984,"Таво Коми Республикаса Юралысь Владимир Уйбалӧн тшӧктӧмӧн велӧдан учреждениеяс дзоньталӧм вылӧ да челядьлысь ӧпастӧмлун могмӧдӧм вылӧ вӧлі содтӧд вичмӧдӧма 777,3 млн шайт.","В этом году на ремонт образовательных учреждений и обеспечение безопасных условий для обучения детей по поручению Главы Республики Коми Владимира Уйба было дополнительно выделено 777,3 млн рублей."
985,"«Ми ог сӧмын дзоньталӧй уджалысь, но и стрӧитам выль школаяс да детсадъяс.","«Мы не только ремонтируем действующие, но и строим новые школы и детские сады."
986,"Сӧмын кык бӧръя вонас республикаын заводитіс уджавны вит детсад, куим школа да кык школа-сад.","Только за два последних года в республике введены в эксплуатацию пять детских садов, три школы и две школы-сада."
987,"Но, дерт, кӧть кутшӧм бур ногаӧсь эз вӧвны миян велӧдан учреждениеяс, кӧть кутшӧм сэні эз сулав ӧнія техника, медшӧрыс велӧдан процессын – Велӧдысь», - шуис Владимир Уйба.","Но, конечно, какими бы комфортными ни были условия в наших образовательных учреждениях, какая бы самая современная техника в них ни стояла, главную роль в процессе образования и воспитания играет Учитель», - заявил Владимир Уйба."
988,"Россияса Президентлӧн тшӧктӧм серти тайӧ велӧдчан восянь класснӧй руководствоысь кутасны босьтны удждон оз сӧмын школаясса велӧдысьяс, но и шӧр тшупӧда уджсикасӧ велӧдан организацияясын велӧдан группаяс курируйтысьяс.","По поручению Президента России с этого учебного года выплаты за классное руководство получают не только учителя школ, но и кураторы учебных групп организаций среднего профессионального образования."
989,«Коми Республикаын зэв уна енбиа велӧдысь.,«В Республике Коми очень много талантливых учителей.
990,Миян зэв вына педагогическӧй сообщество.,У нас очень сильное педагогическое сообщество.
991,Том йӧз босьтӧ педагогическӧй уджса ветеранъяслӧн традицияясысь медбурсӧ.,"Молодёжь перенимает традиции, заложенные ветеранами педагогического труда."
992,"Сьӧлӧмсянь аттьӧала ставсӧ, коді уджалӧ республикаса школаясын, детсадъясын, вузъясын да шӧр тшупӧда уджсикасӧ велӧданінъясын.","Я искренне благодарю всех, кто работает в школах, детских садах, вузах и средних профессиональных учреждениях республики."
993,"Аттьӧ тіянлы бур, сьӧкыд, но зэв колана уджысь.","Спасибо за ваш благородный, сложный, но очень важный труд."
994,"Сыысь, мый ті бӧрйинныд, колӧкӧ, медся кывкутана уджсикассӧ да олӧмбыд служитанныд сылы.","За то, что вы выбрали, наверное, самую ответственную профессию и остаётесь верными своему служению."
995,"Муӧдз копыр тіянлы да ыджыд аттьӧ», - шуис Коми Республикаса Юралысь Владимир Уйба.","Низкий вам поклон и благодарность», - сказал Глава Республики Коми Владимир Уйба."
996,***Россия Федерацияса Президентлӧн Индӧдӧн уджын вермӧмъясысь да уна вося бур уджысь «Айму водзын заслугаясысь» II тшупӧда орденлысь медаль сетӧма,***Указом Президента Российской Федерации за достигнутые трудовые успехи и многолетнюю добросовестную работу медалью ордена «За заслуги перед Отечеством» II степени награждена:
997,Зоя Алексеевна Вахниналы – «Бать-мамтӧм да бать-мам дӧзьӧртӧг кольӧм челядьлы 3 №-а керка» канму учреждениеса директорлы;,"Вахнина Зоя Алексеевна – директор государственного учреждения «Детский дом № 3 для детей-сирот, оставшихся без попечения родителей»;"
998,техническӧй уджсикасъясӧ велӧдан юкӧнын заслугаясысь да уна вося бур уджысь «Россия Федерацияса производствоӧ велӧдысь нимӧдана мастер» почёта ним сетӧма:,за заслуги в области профессионально-технического образования и многолетнюю добросовестную работу почётное звание «Заслуженный мастер производственного обучения Российской Федерации» присвоено:
999,Алла Леонидовна Латушкалы – «Сыктывкарса вӧр промышленносьт техникум» канму учреждениеса преподавательлы;,Латушке Алле Леонидовне – преподавателю государственного учреждения «Сыктывкарский лесопромышленный техникум»;
1000,Лидия Серафимовна Туркиналы – «Вузасьӧмӧ да технологияӧ велӧдан Сыктывкарса техникум» канму учреждениеын производствоӧ велӧдысь мастерлы;,Туркиной Лидии Серафимовне – мастеру производственного обучения государственного учреждения «Сыктывкарский торгово-технологический техникум»;
1001,"научно-педагогическӧй уджын, квалифицируйтӧм специалистъясӧс дасьтӧмын заслугаясысь да уна вося бур уджысь «Россия Федерацияса медвылыс школаын нимӧдана уджалысь» почёта ним сетӧма","за заслуги в научно-педагогической деятельности, подготовке квалифицированных специалистов и многолетнюю добросовестную работу почётное звание «Заслуженный работник высшей школы Российской Федерации» присвоено"
1002,Фанур Фаритович Асадуллинлы – Киров нима Санкт-Петербургса канму лесотехническӧй университетлӧн Сыктывкарса вӧр институтын (филиалын) кафедраӧн заведуйтысьлы;,Асадуллину Фануру Фаритовичу – заведующему кафедрой Сыктывкарского лесного института (филиала) Санкт-Петербургского государственного лесотехнического университета имени Кирова;
1003,велӧдан юкӧнын заслугаясысь да уна вося бур уджысь «Россия Федерацияса нимӧдана велӧдысь» почёта ним сетӧма,за заслуги в области образования и многолетнюю добросовестную работу почётное звание «Заслуженный учитель Российской Федерации» присвоено:
1004,"Наталья Евгеньевна Бухтияровалы – «Ефремова нима 7 №-а ичӧт школа» муниципальнӧй учреждениеын ичӧт классъяс велӧдысьлы, Усинск кар.","Бухтияровой Наталье Евгеньевне – учителю начальных классов муниципального учреждения «Начальная общеобразовательная школа № 7 имени Ефремовой», город Усинск."
1005,Россия Федерацияса Президентлӧн тшӧктӧмӧн велӧдан юкӧнын заслугаясысь да уна вося бур уджысь Россия Федерацияса Президентлысь Почёт грамота сетӧма:,Распоряжением Президента Российской Федерации за заслуги в области образования и многолетнюю добросовестную работу Почётной грамотой Президента Российской Федерации награждены:
1006,Галина Степановна Головизниналы – «Содтӧд тӧдӧмлун сетан Луздор районса муниципальнӧй шӧрин» муниципальнӧй учреждениеын тренер-преподавательлы;,Головизнина Галина Степановна – тренер-преподаватель муниципального учреждения «Муниципальный центр дополнительного образования Прилузского района»;
1007,"Надежда Николаевна Ковальлы – «Челядьӧс сӧвмӧдан 53 №-а видзанін» муниципальнӧй учреждениеын педагог-психологлы, Сыктывкар.","Коваль Надежда Николаевна – педагог-психолог муниципального учреждения «Детский сад № 53 общеразвивающего вида», город Сыктывкар."
1008,Коми Республикаса Юралысьлӧн тшӧктӧмӧн Коми Республика социальнӧй да экономика боксянь сӧвмӧдӧмӧ пай пуктӧмысь «Коми Республикалы 100 во» юбилейнӧй медальяс сетӧма Коми Республикаса велӧдан юкӧнса ветеранъяслы:,Распоряжением Главы Республики Коми за вклад в социально-экономическое развитие Республики Коми юбилейной медалью «В память 100-летия Республики Коми» награждены ветераны отрасли образования Республики Коми:
