,0,1
1369,"Тайӧ вежонсянь, медым гӧлӧсуйтны 11.gorodsreda.ru сайт вылын, быть колӧ индыны электроннӧй пошта.","С этой недели, чтобы проголосовать на сайте 11.gorodsreda.ru, обязательным условием станет введение адреса электронной почты."
1370,"«Зэв тӧдчана нуӧдны абу сӧмын гӧлӧсуйтӧм, но и юӧртны сэсся йӧзлы, кыдзи мунӧ наӧн бӧрйӧм объектъяс бурмӧдӧм-мичмӧдӧм серти уджыс.","«Для нас очень важно не просто провести голосование, но и информировать впоследствии людей о ходе работ и состоянии территорий, за которые они отдают свой голос."
1371,"Гӧлӧсуйтӧм бӧрын юӧртны кутасны электроннӧй пошта пыр, кодӧс олысьяс индісны 11.gorodsreda.ru сайт вылын регистрируйтчигӧн.","Информирование после голосования будет осуществляться через адреса электронных почт, которые граждане указали при регистрации на сайте 11.gorodsreda.ru."
1372,"Колӧ, медым республикаса олысьяс аддзисны, мый бурмӧдсьӧны буретш наӧн бӧрйӧм мутасъяс.","Важно, чтобы жители республики видели, что благоустраиваются именно те территории, которые они выбрали."
1373,"Тайӧ сетас позянлун пыртны олысьясӧс карса бур гӧгӧртас лӧсьӧдӧмӧ и водзӧ вылӧ», - тӧдчӧдісны регионса Веськӧдлан котырын.","Безусловно, это повысит вовлеченность граждан в формирование комфортной городской среды и в дальнейшем», – подчеркнули в правительстве региона."
1374,"Уськӧдам тӧд вылӧ, мый карса йӧзаинъяс бурмӧдӧм-мичмӧдӧм вӧсна гӧлӧсуйтны вермӧны Комиын олысьяс 14 арӧссянь 11.gorodsreda.ru сайт вылын.","Напомним, проголосовать за благоустройство общественных территорий могут жители Коми от 14 лет на сайте 11.gorodsreda.ru."
1375,"Медым пырӧдчыны гӧлӧсуйтӧмӧ, пырӧй индӧм сайт вылас, бӧрйӧй ассьыныд муниципалитет да объект, код вӧсна ті кӧсъянныд сетны гӧлӧс.","Чтобы проголосовать, зайдите на указанный сайт, выберите свой муниципалитет и объект, за который вы хотите отдать голос."
1376,Водзӧ система вӧзъяс регистрируйтчыны.,Далее система предложит вам пройти регистрацию.
1377,"Колӧ индыны ассьыныд ов, ним да вич, телефон номер да бӧрйыны авторизуйтчан ног: телефон номер либӧ Канму услугаяс порталса учётнӧй гижӧд пыр.","Нужно указать свои ФИО, телефон и выбрать способ авторизации: через номер телефона или учётную запись портала Госуслуг."
1378,"Бӧрйинныд кӧ ті телефон номер пыр гӧлӧсуйтӧм, ӧти минутӧн воас звӧнок.","Если вы выбрали вариант по номеру телефона, то в течение минуты на него поступит звонок."
1379,Номерлӧн 4 бӧръя лыдпасыс – код.,Последние 4 цифры номера являются кодом.
1380,Сійӧс колӧ гижны торъя полеӧ.,Его нужно внести в специальное поле.
1381,"Бӧрйинныд кӧ ті Канму услугаяс порталса учётнӧй гижӧд отсӧгӧн гӧлӧсуйтӧм, колӧ пыртны тіян учётнӧй гижӧдлысь логин да пароль.","Если вы выбрали вариант через портал Госуслуг, тогда необходимо ввести логин и пароль от вашей учётной записи."
1382,Комиын мутасъяс бурмӧдӧм-мичмӧдӧм вӧсна позьӧ гӧлӧсуйтны и Канму услугаяслӧн воча йитӧд пыр (pos.gosuslugi.ru/lkp).,Также за благоустройство территорий Коми можно проголосовать через платформу обратной связи на Госуслугах pos.gosuslugi.ru/lkp.
1383,Платформа вылын ЕСИА отсӧгӧн личнӧй кабинет пыр гӧлӧсуйтӧм могысь ковмас вынсьӧдӧм учётнӧй гижӧд.,Для голосования на платформе через личный кабинет пользователя с помощью ЕСИА потребуется подтвержденная учетная запись.
1384,Авторизуйтчӧм да аспас обработайтӧм вылӧ сӧгласлун бӧрын мортлӧн регистрация да оланін йылысь тӧдмӧгъясыс пырасны автоматическӧя.,После авторизации и согласия на обработку персональных данных сведения о регистрации и проживании человека загрузятся автоматически.
1385,«Объектъяс бурмӧдӧм-мичмӧдӧм» юкӧдын личнӧй кабинетын петас гӧлӧсуйтӧм вылӧ объектъяслӧн список.,В разделе «Благоустройство» в личном кабинете появится список объектов для голосования.
1386,"Колӧ сӧмын бӧрйыны колана объект, личкыны сы вылӧ да гӧлӧсуйтны.","Останется только выбрать нужный объект, нажать на него и проголосовать."
1387,***Гӧлӧсуйтӧм вылӧ ӧтувъя федеральнӧй платформасӧ лӧсьӧдӧма «Оланін да карса гӧгӧртас» национальнӧй проектлӧн «Карын бур гӧгӧртас лӧсьӧдӧм» федеральнӧй проект да «Вежӧра кар» Россияса стрӧитчан министерстволӧн ведомствоса проект серти.,"***Общефедеральная платформа для голосования – проект, реализованный на стыке федерального проекта «Формирование комфортной городской среды» национального проекта «Жилье и городская среда» и ведомственного проекта Минстроя России «Умный город»."
1388,Техническӧй оператор - «Диалог Регионы» асшӧрлуна абу коммерческӧй организация.,Технический оператор проекта - АНО «Диалог Регионы».
1389,"«Карын бур гӧгӧртас лӧсьӧдӧм» федеральнӧй проектлӧн шӧр мог – вежны бурланьӧ россияса каръяс, вӧчны найӧс олысьяслы лӧсьыдджыкӧн да татшӧм ногӧн ышӧдны сӧвмӧм вылӧ став странаса муниципалитетъяссӧ.","Основная задача федпроекта «Формирование комфортной городской среды» - преобразить вид российских городов, сделать их комфортнее для жителей и, тем самым, дать новый импульс развитию муниципалитетов на всей территории страны."
1390,"4 во чӧжӧн бурмӧдӧма 81 сюрсысь унджык йӧзаин да керка йӧр, збыльмӧдӧма Карын бур гӧгӧртас лӧсьӧдан медбур проектъяслӧн ставроссияса конкурсын вермысь 160 унджык проект.","За 4 года уже были благоустроены свыше 81 тысяч общественных пространств и дворовых территорий, реализованы более 160 проектов-победителей Всероссийского конкурса лучших проектов создания комфортной городской среды."
1391,2019 воын карса гӧгӧртасыс бурмис Россияса 816 карын.,За 2019 год качество городской среды повысилось в 816 городах России.
1392,Коми язык,Русский язык
1393,Ненеч асвеськӧдлан кытшын да Коми Республикаын мусир киссьӧм бӧрын артмӧм колясъяс бырӧдан удж локтӧ помлань ,Мероприятия по устранению последствий нефтеразлива на территории Ненецкого автономного округа и Республики Коми выходят на завершающую стадию 
1394,"Ода-кора тӧлысь 17 лунӧ Коми Республикаса Юралысь Владимир Уйба воліс удж серти Усинск районӧ, кӧні Россияса МЧС-лӧн Коми Республикаын медшӧр веськӧдланінса начальник Олег Нецкийкӧд, «ЛУКОЙЛ-Коми» ичӧт кывкутана котырса медыджыд директор Александр Голованевкӧд да Усинска мэр Николай Такаевкӧд нуӧдіс Ошса куйлӧд дорын Колва юӧ мусир сора ва веськалӧмкӧд йитчӧм неминуча бӧрын артмӧм колясъяс бырӧдӧм серти оперативнӧй сӧвещание.","Глава Республики Коми Владимир Уйба 17 мая посетил с рабочей поездкой Усинский район, где совместно с временно исполняющим обязанности начальника Главного управления МЧС России по Республике Коми Олегом Нецким, генеральным директором ООО «ЛУКОЙЛ-Коми» Александром Голованевым и мэром Усинска Николаем Такаевым провёл оперативное совещание по ликвидации последствий ЧС, связанной с попаданием нефтесодержащей жидкости в реку Колва в районе Ошского месторождения."
1395,"Мусир петӧмсӧ казялісны предприятиеса уджалысьяс 2021 вося ода-кора тӧлысь 11 лунӧ, кор лэбалісны вертолётӧн мутас весьтын.",Утечка была обнаружена специалистами предприятия 11 мая 2021 года в ходе вертолётного облёта территории.
1396,Помкаыс – Колва юсянь 300 метра ылнаын трубопровод торксьӧм.,Причиной стала разгерметизация трубопровода на расстоянии порядка 300 метров от береговой линии реки Колва.
1397,"Лоӧмтор йывсьыс вына оланпастэчас серти да нормативъясӧ кутчысьӧмӧн вӧлі дзик пыр юӧртӧма Ростехнадзорлӧн, Росприроднадзорлӧн дінму органъяслы, НАО-лӧн ӧтувъя дежурно-диспетчерскӧй службалы.","О случившемся в соответствии с действующим законодательством и с соблюдением нормативов были оперативно уведомлены региональные органы Ростехнадзора, Росприроднадзора, единая дежурно-диспетчерская служба по НАО."
1398,"Мусир сора валысь ыджыд пайсӧ персонал дзик пыр чукӧртіс 1,3 гектар пасьта му вылысь.","Основная масса нефтесодержащей жидкости незамедлительно локализована персоналом на суше на площади около 1,3 га."
1399,"Ӧні мунӧ мутас весалӧм, чукӧртӧма 130 куб. м няйтӧсьтӧм грунт.","В настоящее время ведётся очистка территории, собрано почти 130 куб. м загрязненного грунта."
1400,"Матысса кадӧ лоӧ нуӧдӧма техническӧй, а сэсся биологическӧй рекультивация.","В ближайшее время на участке будет проведена техническая, а затем – биологическая рекультивация."
1401,Колва юлӧн ва веркӧсӧ веськаліс 9 куб. метрысь абу унджык мусир сора ва.,В акваторию реки Колвы попало не более 9 кубических метров нефтесодержащей жидкости.
1402,Пырысьтӧм-пыр заводитісны кутны да чукӧртны мусир сора васӧ.,Оперативно начаты работы по её локализации и сбору.
1403,Лоӧмтор вӧсна биоресурсъяс эз пӧгибнитны.,Гибели биологических ресурсов в результате произошедшего нет.
1404,Ненеч асвеськӧдлан кытшын да Коми Республикаын мусир киссьӧм бӧрын артмӧм колясъяс бырӧдан уджыс помасьӧ.,Мероприятия по устранению последствий нефтеразлива на территории Ненецкого автономного округа и Республики Коми выходят на завершающую стадию.
1405,"Овмӧдчӧминъяслы да экономика объектъяслы, на лыдын и Россия Федерацияса Арктика зонаын, грӧз абу.","Населённым пунктам и объектам экономики, в том числе в Арктической зоне Российской Федерации, ничто не угрожает."
1406,"Колва ю вылын колясъясӧ бырӧдӧны 209 морт, 22 пыж, 2 катер да 7 баржа.","В операции по сбору нефтесодержащих отходов на реке Колва занято 209 человек, 22 лодки, 2 катера и 7 барж."
1407,Ва веркӧсысь мусир сора ва чукӧртӧмыс мунӧ лун и вой сорбентъяс да бонаа йӧръяс отсӧгӧн сизим реагируйтан рубежын.,Работы по сбору нефтесодержащей жидкости с водной поверхности проводятся круглосуточно при помощи сорбентов и боновых заграждений на семи рубежах реагирования.
1408,Сувтӧдӧма 2500 метр кузьта потшӧс да сорбента йӧр.,На данный момент расставлено порядка 2500 метров заградительных и сорбирующих боновых заграждений.
1409,"Видзӧма 30 тонна сорбент, коді йитӧ мусир прӧдуктаяслысь торъяссӧ да таӧн кокньӧдӧ найӧс чукӧртӧмсӧ.","Использовано 30 тонн высокоэффективных сорбирующих материалов, связывающих частицы нефтепродуктов и тем самым облегчающих их сбор."
1410,Йӧзӧс ваӧн могмӧданінъяслы грӧз абу.,Угрозы источникам питьевого водоснабжения для населения в результате произошедшего нет.
1411,"Усинскса ва босьтанінъясыс Уса ю вылын, Колва юсянь катчӧс.",Водозаборные сооружения города Усинска расположены на реке Усе выше по течению от впадения Колвы.
1412,Сиктса йӧзӧс ваӧн могмӧдӧны сиктса ва босьтан юкмӧсъясысь.,"Снабжение водой сельского населения осуществляется из водозаборных скважин, расположенных в населенных пунктах."
1413,"Коми Республикаса Юралысь сёрнитіс Неминуча серти комиссияӧ пырысьяскӧд сы йылысь, кутшӧм мераяс примитӧма мусир сора ва петӧмлы воча.","Глава Республики Коми обсудил с членами комиссии по ЧС меры, предпринятые для устранения последствий утечки нефтесодержащей жидкости."
1414,"Коми ЦГМС серти, юясын ваыс оз сод, водзӧ виччыссьӧ чинӧм.","По данным Коми ЦГМС подъём воды в реках района притормозился, далее ожидается его спад."
1415,"Владимир Уйба Олег Нецкийкӧд, Александр Голованевкӧд да Николай Такаевкӧд лэбалісны Колва ю весьтӧд, видзӧдлісны берегъяс.","Владимир Уйба вместе с Олегом Нецким, Александром Голованёвым и Николаем Такаевым совершили облёт русла реки Колва, осмотрели состояние берегов."
1416,Сідзжӧ юралысь аддзысьліс Сем Ӧндрей сиктын олысьяскӧд.,Также Глава Республики Коми встретился с жителями села Мутный Материк.
1417,Талун тані лоӧ сувтӧдӧма бонаа йӧръяс.,Сегодня здесь будут развёрнуты боновые заграждения.
1418,Республикаса Юралысь вочавидзис сиктса войтырлӧн юалӧмъяс вылӧ.,Глава республики ответил на вопросы сельчан.
1419,Сёрнитчисны лӧсьӧдны «ЛУКОЙЛ-Коми» ичӧт кывкутана котыр да «Сем Ӧндрей» сикт овмӧдчӧминса администрация костын социальнӧй уджъёртасьӧмлысь план.,Участники встречи договорились составить план социального партнёрства ООО «ЛУКОЙЛ-Коми» с администрацией сельского поселения «Мутный Материк».
1420,Фотоыс «ЛУКОЙЛ-Коми» ичӧт кывкутана котырса пресс-службалӧн,Фото пресс-службы ООО «ЛУКОЙЛ-Коми»
1421,Коми язык,Русский язык
1422,#КОМИ100: Москваын лоӧны Коми Республикалӧн лунъяс ,#КОМИ100: в Москве пройдут Дни Республики Коми 
1423,"Ода-кора тӧлысь 23 лунсянь 31 лунӧдз Россияса юркарын лоӧ «Москваын Коми Республикалӧн лунъяс» ыджыд проект, кодӧс сиӧма войвыв регионлӧн 100 вося юбилейлы.","С 23 по 31 мая в столице России состоится масштабный проект «Дни Республики Коми в Москве», посвященный празднованию 100-летия северного региона."
1424,Ӧкмыс лун страналӧн юркарса олысьяс да гӧсьтъяс искусство пыр вермасны тӧдмасьны коми йӧзлӧн культураӧн да традицияясӧн.,На протяжении девяти дней жители и гости столицы через призму искусства познакомятся с культурой и традициями коми народа.
1425,Тӧдчана лоӧмторйӧн лоӧ брендируйтӧм метро вагонъяс лэдзӧм.,Ярким событием Дней станет презентация брендированного состава вагонов метро.
1426,"«Коми Республикалӧн 100 волы сиӧм культурнӧй да имиджевӧй карта вӧчигӧн ми кӧсйим, мед миян творческӧй коллективъяс петкӧдчисны Россияса медбур сценаяс вылын.","«Разрабатывая культурно-имиджевую карту 100-летия Коми, мы уделили особое внимание презентации наших творческих коллективов на лучших сценических площадках России."
1427,"Ода-кора тӧлысь 23 лунӧ ми восьтам Республикалысь лунъяс Чайковский нима Концерт залын, кӧні кутас петкӧдлыны ассьыс уджтассӧ «Асъя кыа» сьылан да йӧктан канму ансамбль.",23 мая мы откроем Дни республики в Концертном зале имени Чайковского программой Государственного ансамбля песни и танца «Асъя кыа».
1428,Регионса театрально-зрелищнӧй учреждениеяслӧн гастрольяс дырйи ми петкӧдлам Коми культура быд боксянь.,В процессе масштабных гастролей государственных театрально-зрелищных учреждений региона мы продемонстрируем все грани культуры Коми.
1429,"Культура лунъяс помасясны ода-кора тӧлысь 31 лунӧ Большой театрлӧн выль сцена вылын ыджыд гала-концертӧн, коді восьтас войвыв мулысь этническӧй традицияяссӧ», - шуис Коми Республикаса Юралысь Владимир Уйба.","Завершится насыщенный культурный интенсив 31 мая на новой сцене Большого театра грандиозным гала-концертом мастеров искусств, который отразит этнические традиции северного края», – прокомментировал Глава Республики Коми Владимир Уйба."
1430,"Ода-кора тӧлысь 24 лунсянь лӧддза-номъя тӧлысь 6 лунӧдз Никитскӧй бульвар вылын кутас уджавны «Вӧр-ва. Традицияяс. Йӧз» фотовыставка, коді восьтас видзӧдысьяслы Войвывлысь мичсӧ, висьталас нэмӧвӧйся традицияяс да аслыспӧлӧс культура йылысь.","С 24 мая по 6 июня на Никитском бульваре будет представлена фотовыставка «Природа. Традиции. Люди», которая откроет зрителям неповторимую красоту Севера, расскажет о вековых национальных традициях и самобытной культуре."
1431,"Пасъям, мый республикалӧн 100 волы сиӧм  фотопроектыс заводитчис 2020 воын нин да 10 тӧлысьӧн петкӧдліс выставкасӧ странаса 65 регионын.","Отметим, фотопроект первым начал еще в 2020 году серию масштабных мероприятий, посвященных вековому юбилею Республики Коми, за 10 месяцев выставка побывала в 65 регионах страны."
1432,Коми Республикалӧн юбилей водзвылын ода-кора тӧлысь 23 лунсянь 31 лунӧдз Останкинскӧй башня лоас Коми дӧрапас рӧма.,В преддверии празднования 100-летия Коми с 23 по 31 мая Останкинская башня окрасится в цвета флага Коми.
1433,Канму символика петкӧдчылас башня вылын вит сюрсысь унджыкысь.,Государственная символика появится на телебашне более пяти тысяч раз.
1434,«Останкинскӧй башнясӧ ми бӧрйим эг прӧста.,«Останкинскую башню мы выбрали не случайно.
1435,"Сійӧ юркарса шӧр нималантор, и тыдалӧ сійӧ Москваса быд пельӧссянь.","Она является одной из главных достопримечательностей столицы, которую без преувеличения видно практически из каждого уголка Москвы."
1436,"Стӧча тӧда, мый акция лоас тӧдчана лоӧмторйӧн, да унджык йӧз окотитас тӧдмавны республика йылысь», - содтіс Коми Республикаса культура, туризм да архив удж министрлысь могъяс олӧмӧ пӧртысь Константин Баранов.","Уверен, акция станет ярким событием и привлечет внимание широкой общественности к республике», – добавил и.о. министра культуры, туризма и архивного дела Республики Коми Константин Баранов."
1437,Коми Республикалӧн юбилейлы сиӧм культурно-имиджевӧй проектъяс лыдын медшӧрӧн лоӧ москваса метроын брендируйтӧм вагонъяс лэдзӧм.,Ключевым культурно-имиджевым проектом 100-летия Коми станет запуск брендированного состава вагонов московского метро.
1438,Ода-кора тӧлысь 30 лунӧ петас туйӧ «Комилы – 100» нима поезд.,30 мая будет дан старт поезду «Коми – 100».
1439,Во джын чӧж уна миллион пассажир – юркарса олысьяс да гӧсьтъяс вермасны тӧдмавны уна интереснӧйтор Коми Республика йылысь.,На протяжении полугода миллионы пассажиров – жителей и гостей столицы смогут узнать все самое интересное о Республике Коми.
1440,Лоӧ лэдзӧма «Тройка» брендируйтӧм транспорт карта.,Еще одно интересное решение – выпуск лимитированной брендированной транспортной карты «Тройка».
1441,Ода-кора тӧлысь 24 лунӧ «Коми.,24 мая в ходе Туристско-инвестиционного форума «Коми.
1442,"Москва» туристско-инвестиционнӧй форум дырйи лоӧ презентация, кӧні лоӧ петкӧдлӧма Коми Республикалысь инвестиция позянлунъяссӧ, а сідзжӧ регионса верктуя инвестиция проектъяс - «Комиын вӧрзьӧдлытӧм вӧръяс» туристско-рекреационнӧй кластер» да «Финн-угор этнокультурнӧй парк» уна мога туристскӧй комплекс».","Москва» пройдет презентационная сессия, где будут представлены инвестиционные возможности Республики Коми, а также презентованы приоритетные инвестиционные проекты региона – «Туристско-рекреационный кластер «Девственные леса Коми» и «Многофункциональный туристский комплекс «Финно-угорский этнокультурный парк»."
1443,Проектлӧн медтӧдчана кывкӧртӧдӧн лоӧ Москваса Веськӧдлан котыр да Коми Республикаса Веськӧдлан котыр костын ӧтув уджалӧм йылысь артмӧдчӧм кырымалӧм.,Одним из важнейших итогов проекта станет подписание Соглашения о сотрудничестве между Правительством Москвы и Правительством Республики Коми.
1444,Коми язык,Русский язык
1445,Вӧркутаын нуӧдісны Россияса менеджеръяслӧн Ассоциацияса Комиссиялысь Арктика серти выезднӧй заседание ,В Воркуте прошло второе выездное заседание Комиссии АМР по Арктике 
1446,Ода-кора тӧлысь 14 лунӧ Воркутаын Россияса менеджеръяслӧн Ассоциацияӧ пырысь корпорацияяс юксисны опытӧн Арктика социальнӧй да экономика боксянь сӧвмӧдӧм могысь канму-аспом уджъёртасьӧмъяс котыртӧм серти.,"14 мая в Воркуте корпорации - участники Ассоциации менеджеров России поделились своим опытом организации государственно-частных партнёрств (ГЧП), направленных на решение задач социально-экономического развития Арктики."
1447,"Ассоциацияса олӧмӧ пӧртысь директорӧс медводдза вежысь Вадим Ковалев веськӧдлӧм улын Комиссиялӧн заседаниеӧ пырӧдчисны Коми Республикаса Веськӧдлан котырӧн Юрнуӧдысьӧс вежысь Ирина Бахтина, ВЦИОМ-са медыджыд директор Валерий Федоров, карса юралысь Ярослав Шапошников.","В заседании Комиссии под руководством первого заместителя исполнительного директора Ассоциации Вадима Ковалева приняли участие заместитель Председателя Правительства Республики Коми Ирина Бахтина, генеральный директор ВЦИОМ Валерий Федоров, глава города Ярослав Шапошников."
1448,"Сёрнитісны, тшӧтш и онлайн-форматын, «Интеррос», «Северсталь», «Норникель», «Лукойл-Коми», «Газпром Трансгаз Ухта», «Русатом Карго», «ВЭБ.РФ» компанияясӧс, Ылі Асыввыв да Арктика сӧвмӧдан корпорацияӧс да Канму-аспом уджъёртасян национальнӧй шӧринӧс петкӧдлысьяс.","Обсуждение темы, в том числе в онлайн-формате, поддержали представители руководства «Интеррос», «Северсталь», «Норникель», «Лукойл-Коми», «Газпром Трансгаз Ухта», «Русатом Карго», «ВЭБ.РФ», Корпорации развития Дальнего Востока и Арктики и Национального центра ГЧП."
1449,Канму-аспом уджъёртасьӧм Россияын сӧвмӧ 15 во нин.,За более чем 15 лет своего применения в России.
1450,"Сійӧ лои россияса регионъяс, тшӧтш и Ылі Асыввыв да Арктика регионъяс, сӧвмӧдан шӧр механизмӧн.","ГЧП превратились в ключевой механизм развития российских регионов (макрорегион Дальний Восток и Арктика здесь не исключение) — механизм, востребованный."
1451,"Татшӧм уджъёртасьӧмыс медъёна колӧ выль промышленнӧй предприятиеяс кыпӧдігӧн колана выль инженернӧй, транспорт, энергетика либӧ коммунальнӧй инфраструктура объектъяс лӧсьӧдӧм могысь либӧ сэні уджалысьяслы, налӧн семьяяслы, войвывса монокаръясын олысьяслы колана социальнӧй инфраструктура сӧвмӧдӧм могысь.","В первую очередь, под создание объектов новой инженерной, транспортной, энергетической либо коммунальной инфраструктуры, необходимость в которой остро встаёт при строительстве новых промышленных предприятий, либо под развитие инфраструктуры социальной для нужд главных «бенефициаров» таких проектов — сотрудников предприятий, членов их семей, жителей северных моногородов."
1452,"Корпорацияясӧс петкӧдлысьяс юксисны асланыс опытӧн Красноярскӧй крайын, Мурманск да Архангельск обласьтъясын, Коми да Саха (Якутия) республикаясын, Ямало-Ненеч да Ненеч асвеськӧдлан кытшъясын канму-аспом уджъёртасьӧмӧн вӧдитчӧм серти.","Представители корпораций, поделившиеся собственным опытом использования механизмов ГЧП в Красноярском крае, Мурманской и Архангельской областях, Республиках Коми и Саха (Якутия), Ямало-Ненецком и Ненецком автономных округах, оказались единодушны во мнении."
1453,"И воисны ӧти кывйӧ, мый медшӧр условиеясысь ӧтиӧн, мый отсӧгӧн бура сӧвмӧдӧны предприятие да водзмӧстчӧны инвестиция боксянь, лоӧ ӧтувъя да пыр вына («константнӧй»), быд боксянь бура лӧсьӧдӧм правилӧяс, кутшӧмъяс вылӧ вермис мыджсьыны бизнес, кор заводитӧ збыльмӧдны ыджыд инфраструктура проектъяс и индустриальнӧй, и социальнӧй юкӧнын.","Что одним из ключевых условий, обеспечивающих высокую деловую и инвестиционную активность, являются общие и при этом постоянные («константные»), прозрачные правила «двустороннего движения», на которые мог бы ориентироваться бизнес, приступая к реализации масштабных инфраструктурных проектов как в индустриальной, так и в социальной сфере."
1454,Ӧні Россияса Ылі Асыввыв сӧвмӧдан министерство вӧзйӧ пӧртны олӧмӧ «арктическӧй» либӧ «ылі асыввывса концессия» формата канму-аспом уджъёртасьӧм.,"В настоящий момент Минвостокразвития России инициирует запуск такого формата ГЧП, как «арктическая» или «дальневосточная концессия»."
1455,"Татшӧм форматыс ӧтувтӧ и «ӧтувъя ӧшинь» функция, мый сетӧ позянлун йитны инвесторъясӧс, кодъяслы колӧны промышленнӧй инфраструктура объектъяс, федеральнӧй да регионса власьт органъяскӧд, и сідз шусяна «инвестиционнӧй акселератор» - Веськӧдлан котырлӧн комиссияӧн видлалӧм вылӧ вӧзъян концессионнӧй артмӧдчӧмъяслысь балаяс бура да ӧдйӧ дасьтігӧн лоны вермана инвесторъяслы да регионъяслы отсӧг.","Которая сочетает в себе и функцию «единого окна», обеспечивающего взаимодействие инвесторов, заинтересованных в создании объектов промышленной инфраструктуры, с федеральными и региональными органами власти, и своего рода «инвестиционный акселератор» — помощь потенциальным инвесторам и регионам в качественной и оперативной подготовке проектов концессионных соглашений, выносимых на рассмотрение правительственной комиссии."
1456,"Монокаръяс сӧвмӧдан фонд дась сетны бергӧдтӧм субсидияяс (проект донысь 95%) инженернӧй инфраструктура объектъяс лӧсьӧдӧм вылӧ, кутшӧмъясӧс кыпӧдӧм бӧрын позьӧ вуджӧдны Федерацияса субъектлӧн либӧ карлӧн баланс вылӧ.","В свою очередь, Фонд развития моногородов готов выдавать невозвратные субсидии (95% от стоимости проекта) на создание объектов инженерной инфраструктуры, которые после завершения строительства могут быть переданы на баланс субъекта Федерации либо города."
1457,"Тайӧ могъяс вылӧ эмӧсь и 15 воӧдз кадколаст вылӧ водзӧса кокньӧда заёмъяс (проект донысь 80% абу унджык) – ичӧт бизнеслы (проектъяслӧн доныс 5-250 млн. шайт) нуль прӧчента ставкаӧн, шӧр бизнеслы (проектъяслӧн доныс 1 млрд. шайтӧдз) – ставкаыс – 5%.","Предусматриваются на эти цели и возвратные льготные займы на срок до 15 лет (не более 80% от стоимости проекта) — для малого бизнеса (проекты стоимостью от 5 до 250 млн. рублей) с нулевой процентной ставкой, для среднего (проекты стоимостью до 1 млрд. рублей) — со ставкой 5% годовых."
1458,"ВЭБ.РФ-ын каръяс сӧвмӧдӧм серти медшӧр веськӧдлысь уджъёрт, Монокаръяс сӧвмӧдан фондса медыджыд директор Ирина Макиева пасйис, мый ӧнӧдз Воркута, Зӧвсьӧрт да Емва монокаръяссянь отсалан мераяс босьтӧм вылӧ заявкаяс эз волыны.","Главный управляющий партнёр по городскому развитию ВЭБ.РФ, генеральный директор Фонда развития моногородов Ирина Макиева отметила, что к настоящему моменту  от моногородов Воркута, Жешарт и Емва заявок на получение мер поддержи не поступало."
1459,"Эм 2 заявка Инта монокарсянь, найӧс видлалӧны.",От моногорода Инта 2 заявки находятся на стадии обсуждения.
1460,"Сӧвещаниеӧ пырӧдчысьяс висьталісны, мый шӧр мытшӧд, коді сьӧктӧдӧ выль инвестиция проектъяс йылысь помшуӧм примитӧмсӧ да найӧс збыльмӧдӧмсӧ, - йӧзлӧн мӧдлаӧ овны мунӧм, та вӧсна местаяс вылын оз тырмыны вылыс тшупӧда специалистъяс.","Проблема, на которую участники совещания ссылались как на одну из основных, затрудняющих принятие решение о новых инвестпроектах и их реализацию, – миграционный отток населения, из-за которого на местном рынке труда сформировался дефицит высококвалифицированных кадров."
1461,"Тайӧс мытшӧдсӧ, сӧвещаниеӧ пырӧдчысьяс серти, колӧ разьны канмулы.","Решение этой проблемы, по мнению участников, должно взять на себя государство."
